LAKENAME,Year,NTL,PTL,Tot_Sdep,OmWs,AgKffactWs,Depth
Johnsons Pond,2012,3.369957607,2.220108088,0.747668412,0.222567261,0.032373119,-0.26760624
Leonard Pond,2012,2.786751422,1.892094603,0.734105765,0.244911189,0.02757604,-0.26760624
Needwood Lake,2012,2.756636108,1.633468456,0.683024647,0.178976947,0.032515107,-0.079181246
Lake Vista,2012,3.190051418,1.944482672,0.714125728,0.267171728,0,-0.522878745
Unicorn Mill Pond,2012,3.763502865,1.707570176,0.690188032,0.176721348,0.074973865,-0.77815125
Lower Middle Branch Pond,2012,2.303196057,0.698970004,0.55318614,0.416548527,0.000241936,0.053078443
Little Big Wood Pond,2012,2.478566496,0.954242509,0.516267207,0.642157554,0,1.049992857
Chain of Ponds,2012,2.478566496,0.84509804,0.562681192,0.716889085,8.17943E-05,1.074703944
Soper Pond,2012,2.778874472,1.113943352,0.477799162,0.946271602,0,-0.124938737
Hudson Pond,2012,2.778874472,1.146128036,0.470571297,0.790747537,0,-0.170696227
Howard Pond,2012,2.478566496,0.84509804,0.598261593,0.539076099,0.000226017,1.144520528
Peaked Mountain Pond,2012,2.303196057,0.698970004,0.609764682,0.679531233,0,0.782950133
Long Lake,2012,2.478566496,1,0.505631709,0.839674644,0.02052116,1.100115153
Sebasticook Lake,2012,2.603144373,1.204119983,0.505683028,1.068140798,0.010304241,0.878266403
Pleasant Lake,2012,2.303196057,0.84509804,0.562395003,0.445112554,0.002204033,0.891841444
Mud Pond,2012,2.004321374,1.361727836,0.486877573,0.95230801,0,-0.240332155
Flying Pond,2012,2.478566496,0.84509804,0.537952262,0.357934847,0.004046774,1.003760149
Eighth Debsconeag Pond,2012,2.603144373,1,0.496324466,0.587710965,0,0.310237997
Ten Thousand Acre Pond,2012,2.603144373,1.146128036,0.48594207,0.688065204,0,0.176091259
Three Corner Pond,2012,2.478566496,1.079181246,0.571417648,0.324282455,0.008027548,0.604029584
Second Buttermilk Pond,2012,2.603144373,1.041392685,0.504466624,0.816902212,0,0.402261382
Trafton Pond,2012,2.478566496,1.079181246,0.565225555,0.479246317,0.001877404,0.743733686
Little Lake,2012,2.699837726,1.079181246,0.652673587,0.811681342,0.000583999,0.383216752
Horseshoe Lake,2012,2.478566496,0.77815125,0.598950739,0.91750551,0,0.310237997
Webster Pond,2012,2.603144373,1.146128036,0.520265611,0.95230801,0,0.041392685
Nelson Pond,2012,2.478566496,0.903089987,0.578631132,0.450249108,0,0.316269962
Level Hill Road Farm Pond,2012,2.478566496,1.041392685,0.566215814,0.884218205,0.027020213,0.029963223
Skitacook Lake,2012,2.478566496,1,0.517779406,0.74765258,0.000172043,0.22184875
Little Watchie Pond,2012,2.603144373,1.230448921,0.579158841,1.058746626,0.001185062,0.330993219
LAKE WOOD,2012,2.31386722,1.146128036,0.611711197,0.862705891,0,0.120573931
RODERIQUE POND,2012,2.380211242,1.113943352,0.491236508,0.824125834,0,0.284054558
DENNY POND,2012,2.257678575,1,0.520454913,0.503790683,0,0.612783857
BIG REED POND,2012,2.344392274,1,0.487897367,0.930740247,0,0.87666679
PLEASANT LAKE,2012,2.36361198,1.041392685,0.565124969,0.783902311,2.09911E-05,1.06272658
DEBOUILLE LAKE,2012,2.187520721,1.041392685,0.521304586,0.624166377,0,1.009620841
TILDEN POND,2012,2.51851394,1.255272505,0.658562897,0.866071339,0.006306986,0.041392685
4TH DEBSCONEAG LAKE,2012,2.164352856,1.113943352,0.495149119,0.587710965,0,1.269646348
Pine Lake,2012,2.781755375,1.204119983,0.767548582,0.552472156,0.024567939,0.425289616
Pere Marquette Lake,2012,2.770115295,1.672097858,0.740021869,0.758275677,0.010385272,0.810280536
Au Sable Lake,2012,2.764922985,1.477121255,0.750943107,1.296611989,0.001820958,0.821185883
Saddle Lake,2012,2.792391689,1.278753601,0.812301874,0.3643897,0.011342715,0.606967326
Muskegon Lake,2012,2.737987326,1.653212514,0.737365388,0.88683372,0.016838654,0.931203525
Deer Lake,2012,2.709269961,1.568201724,0.680847027,1.150632681,0.008568998,0.429348473
Crooked Lake,2012,2.503790683,1.505149978,0.674492694,0.755408526,0.006599902,0.876867064
Round Lake,2012,2.747411808,1.176091259,0.853873801,0.162043331,0.026605022,0.608050355
Thornapple Lake,2012,2.755874856,1.653212514,0.771218096,0.916926507,0.065320586,0.658011397
Mill Lake,2012,2.741939078,1.041392685,0.786106392,1.131723672,0.002009102,0.656417654
Ford Lake,2012,2.981818607,1.568201724,0.773453905,1.056257018,0.024605729,0.558708571
Palmer Lake,2012,2.898176483,1.591064607,0.78260784,0.830271472,0.0570658,0.78055732
Blue Lake,2012,2.640481437,1.880813592,0.740503569,0.580356417,0.021882683,0.852336449
Brighton Lake,2012,2.819543936,1.716003344,0.794095694,1.48578343,0.008197538,0.48734042
West Lake,2012,2.770115295,1.204119983,0.828096716,0.796574333,0,0.041392685
Mud Lake,2012,2.711807229,1.568201724,0.564725346,0.240748788,0.000307295,0.243038049
Bogie Lake,2012,2.69019608,1.278753601,0.797113204,0.428597787,0,0.701634396
Silver Lake,2012,2.591064607,0.954242509,0.565711848,0.996511672,0,0.930835875
Garwood Lake,2012,2.893206753,1.698970004,0.893716715,0.390935107,0.067674777,0.322219295
Clear Lake,2012,2.340444115,1.342422681,0.670984149,0.14173675,0,1.0523091
Fourth Lake,2012,2.700703717,1.361727836,0.801219151,0.828604468,0.048616294,0.846191522
Crocker Lake,2012,2.790285164,1.591064607,0.760965407,0.227886705,0,0.041392685
Bella Lake,2012,2.710963119,1.342422681,0.573939422,0.628214429,0,0.02413368
Seventh Spectacle Lake,2012,2.826074803,1.602059991,0.669239404,0.185743384,0.001197406,0.568201724
Crooked Lake,2012,2.597695186,1.041392685,0.83260795,0.371515631,0.01286319,0.849455546
Windover Lake,2012,2.689308859,1.342422681,0.740457497,0.654112287,0.003531233,1.001032805
Patricia Lake,2012,2.770852012,1.544068044,0.67708235,0.716329232,0.011951512,0.196294645
Lake Mary,2012,3.095866453,1.204119983,0.560852905,1.170622782,0.018123641,0.208620484
Middle Black Lake,2012,2.324282455,1.414973348,0.686819575,0.217578617,0,0.549003262
Little Portage Lake,2012,2.755112266,1.361727836,0.777446795,1.367458323,0.024876725,0.706914637
Coady Lake,2012,2.858537198,1.255272505,0.759800733,0.828015064,0.039722908,0.483824941
Unnamed,2012,2.850646235,1.301029996,0.526319387,1.12728903,0,0.608050355
School Lake,2012,3.193124598,1.505149978,0.770447869,0.604823793,0.065092088,0.513844062
Lake Alice,2012,2.556302501,1.301029996,0.639380286,1.07114529,0,0.876867064
Mud Lake,2012,3.080987047,1.880813592,0.73769998,1.703059043,0.043627288,0.093421685
Unnamed,2012,2.808885867,1.431363764,0.815091395,0.716620568,0.041269004,0.108339475
Pogy Lake,2012,2.892094603,1.477121255,0.731322302,0.697669874,0.036227011,0.748741621
Tailings Pond Number 4,2012,2.579783597,0.954242509,0.53811922,1.151776827,5.76691E-05,0.905085436
Ionia Lake,2012,2.857935265,1.380211242,0.634620136,0.409933123,0,-0.170696227
Hawk Island County Park Lake,2012,2.600972896,1.041392685,0.78714466,0.556302501,0,0.48734042
Huckleberry Lake,2012,3.0923697,1.491361694,0.80799738,0.713873778,0.046230414,0.544068044
Jones Lake,2012,3.035829825,1.414973348,0.774790164,1.419969687,0.050245497,0.551754873
Lake Mitchell,2012,2.78604121,1.491361694,0.725011423,0.897519234,0.005214071,0.472965295
Bass Lake,2012,2.392696953,0.77815125,0.612325916,0.409933123,0,1.001319759
Powell Lake,2012,3.067814511,1.681241237,0.680854994,0.508546564,0,-0.455931956
Clear Lake,2012,2.752816431,1.255272505,0.721129205,0.170261715,0,0.31386722
Lake Forrest,2012,2.857935265,1.431363764,0.772342403,1.008792298,0.057652346,0.176091259
Tupper Lake,2012,3.563955465,1.380211242,0.775707743,0.472796302,0.088972484,0.737722593
Gasley Lake,2012,2.888740961,1.62324929,0.566933482,1.166082278,0,0.243038049
Stewart Lake,2012,2.753583059,1.230448921,0.800200013,0.818225894,0.020184388,0.742051458
Little Glen Lake,2012,2.589949601,1.380211242,0.658324983,0.377056379,0.00011076,0.194976603
Sucker Lake,2012,2.706717782,1.785329835,0.622375283,0.513617854,0,-0.167491087
LAKE SAINTE KATHRYN/KIDNEY,2012,2.696356389,1.380211242,0.574064297,1.126456113,0,0.159223334
OTTAWA LAKE,2012,2.133538908,1.041392685,0.541534539,1.004542674,0,1.058594715
Long Lake,2012,2.720159303,1.361727836,0.44732893,1.017245049,0.000109219,0.656417654
Spring Lake,2012,2.702430536,1.653212514,0.584427791,1.219462616,0.000676671,0.408663874
Lookout Lake,2012,2.838219222,1.568201724,0.571768902,0.459392488,0.009919793,-0.22184875
Fairy Lake,2012,2.819543936,1.591064607,0.518330968,0.764686637,0.026156157,0.041392685
Becoosin Lake,2012,2.597695186,1.431363764,0.429811525,0.822168079,0,0.310237997
Lake Darling,2012,2.802089258,1.69019608,0.493198354,0.603421283,0.043570827,0.852784869
Cokato Lake,2012,3.608953699,1.995635195,0.572326648,0.854255464,0.080275631,0.817069316
Long Lake,2012,2.597695186,1.342422681,0.450916828,0.374748346,0.003402842,0.976518904
Richey Lake,2012,3.023663918,1.414973348,0.564269689,1.124177455,0,-0.283996656
Crow Wing Lake,2012,2.898725182,1.612783857,0.541840665,0.763301981,0.015125925,0.316269962
Snail Lake,2012,2.832508913,1.322219295,0.671312742,1.084012386,0.000232276,0.602059991
Eagle Lake,2012,3.461648568,2.204119983,0.521208585,0.482873584,0.059176603,0.049218023
North Ash,2012,3.584896344,2.374748346,0.534438294,0.348304863,0.079951638,-0.187086643
Woodcock Lake,2012,3.478133428,2.204119983,0.514571197,0.786751422,0.025240043,0.049218023
Round Lake,2012,2.736396502,1.755874856,0.544367479,0.636487896,0.029024254,0.661181443
Lake Nokomis,2012,3.011570444,1.491361694,0.779717011,0.364815168,0.000472094,0.602059991
South Lake,2012,3.690284703,2.720159303,0.630505112,0.718501689,0.05437459,-0.425968732
Big Stone Lake,2012,3.135132651,2.184691431,0.473305976,0.394756015,0.071877822,0.199572355
Flat Lake,2012,2.866287339,1.672097858,0.495183294,0.690355166,0.000572334,0.283301229
Norway Lake,2012,3.162564407,1.740362689,0.509828082,0.694602801,0.060816166,0.657215256
Lake Jennie,2012,2.898725182,1.591064607,0.551876677,0.844159968,0.066595898,0.199572355
Unnamed,2012,3.117602692,1.963787827,0.543979431,0.325701115,0.085218902,0.311753861
Diamond Pond,2012,2.884795364,1.462397998,0.47723676,0.374748346,0,-0.124938737
(56-0810),2012,3.2999429,2.045322979,0.457043746,0.371067862,0.046534183,-0.079181246
Net Lake (69-0757),2012,2.747411808,1.505149978,0.457290808,0.588831726,0,0.079181246
Unnamed,2012,3.230448921,1.919078092,0.429275264,0.356197371,0.041716575,-0.488116639
Clear Lake (73-0172),2012,2.989894564,1.591064607,0.514862479,0.737145795,0.040216043,0.744292983
Lindgren Lake,2012,3.588383768,2.414973348,0.542908433,0.699837726,0.063272164,-0.77815125
Unnamed,2012,2.956648579,1.919078092,0.500532709,0.521138084,0.027813246,-0.22184875
Tenor Lake,2012,2.584331224,1.462397998,0.483195773,0.588831726,0,0.049218023
East Red River,2012,2.725911632,1.62324929,0.495144221,0.639660833,0.02632451,0.330993219
Unnamed,2012,3.275541688,1.84509804,0.509097782,0.636487896,0.01666472,-0.22184875
Sandcrest Bay,2012,2.82672252,1.414973348,0.540420212,0.789679687,0.01354945,-0.22184875
Terrapin Lake,2012,2.838219222,1.462397998,0.593142605,0.421176541,0.030773598,0.208620484
Wilbur Lake (58-0045),2012,2.872156273,1.662757832,0.539360233,1.189268443,0.013010707,0.22184875
Spree Lake (38-0623),2012,2.883661435,1.255272505,0.407818538,0.588831726,0,0.079181246
61-0091,2012,3.244771761,2.123851641,0.487141289,0.303105456,0.092687587,0.079181246
Bear Lake (03-0303),2012,2.768638101,1.361727836,0.468505215,0.527615493,0,0.330993219
Glorvigan Lake (56-0629),2012,3.311753861,1.939519253,0.553641372,0.347611912,0.041749029,0.469003364
Kelly (60-0099),2012,3.639884742,2.629409599,0.418242773,0.892888697,0.056175132,-0.144682795
49-0139,2012,2.954724791,1.612783857,0.521291773,0.710117365,0,0.199572355
Waymier Lake (69-0920),2012,2.942008053,1.380211242,0.499153024,1.007320953,0.002576954,0.419129308
Long Lake (30-0072),2012,3.103461622,2.033423755,0.584772023,1.155336037,0.024448948,0.041392685
Ella Lake,2012,3.19893187,2.238046103,0.509506478,0.682170379,0.063349163,0.025305865
Ball Club (16-0182),2012,2.598790507,1.51851394,0.587482146,0.588831726,0,0.544068044
06-0349,2012,3.292477594,1.86332286,0.484767192,0.421603927,0.094802102,-0.425968732
40-0098,2012,3.372727941,2.387389826,0.5320277,0.718501689,0.070415678,-0.425968732
East Crooked Lake (21-0199-02),2012,3.146748014,1.612783857,0.497913171,0.521138084,0.042698413,0.547774705
Lost Lake (29-0303),2012,2.974050903,1.698970004,0.436163522,0.880571607,0.005055721,-0.477121255
PICKEREL LAKE,2012,2.733197265,1.079181246,0.486415318,0.765668555,0.01342832,0.718778398
KASEY LAKE,2012,2.825426118,1.414973348,0.439734428,0.765668555,0,-0.079181246
NO NAME,2012,2.941511433,1.462397998,0.470001143,0.374748346,0,0.367976785
JOE MARTIN,2012,2.716003344,1.491361694,0.538114696,1.043585287,0.000860386,1.025305865
Pennock,2012,3.120244796,1.991226076,0.672379124,0.311753861,0.080297145,0.07587861
Pomme de Terre Lake,2012,2.905256049,1.69019608,0.624538077,0.183154921,0.07315986,0.611819829
Smithville Reservoir,2012,2.838849091,1.544068044,0.617869365,0.310015974,0.09852294,0.702297948
Unnamed,2012,2.392696953,1.414973348,0.706895248,0.178976947,0.028283951,0.492915522
Indian Lake,2012,2.678518379,1.633468456,0.670248304,0.178414204,0.052675697,0.419129308
Lake Wappapello,2012,3.051923916,2.045322979,0.685852701,0.146330141,0.023431381,0.22184875
Unnamed,2012,2.993876915,2.303196057,0.729079243,0.149219113,0.019229854,-0.079181246
Arrowhead Lakes (east lake),2012,2.478566496,1.322219295,0.612876487,0.301029996,0.079742929,0.271662921
Teal Lake,2012,3.028977705,1.832508913,0.644065774,0.230049549,0.102771019,0.556302501
Lake Northwood,2012,2.550228353,1.477121255,0.701326945,0.195586566,0.011185488,0.556302501
Lake Trenton,2012,2.829303773,1.707570176,0.590499777,0.365264686,0.07006945,0.485090184
Lac Darcie,2012,2.390935107,1.041392685,0.708042761,0.173335171,0,0.419129308
Unnamed,2012,2.514547753,1.447158031,0.609429578,0.305351369,0.014969899,0.079181246
Fischer Lake,2012,3.115943177,1.84509804,0.668024815,0.235528447,0.085886788,0.079181246
Lake Vera,2012,3.359835482,2.372912003,0.620548602,0.230448921,0.08269782,0.180890142
Unnamed,2012,3.112605002,2.133538908,0.643648763,0.139284656,0.115149168,0.079181246
Long Lake,2012,3.349083169,2.59439255,0.619493367,0.493967051,0.074153239,-0.22184875
Thornburg Lake,2012,3.017867719,2.096910013,0.711323589,0.12585262,0.066528585,0.053078443
Hood Lake,2012,2.717670503,1.568201724,0.704002783,0.129641148,0.000310931,0.412880358
Moon Lake,2012,2.644438589,1.740362689,0.854371934,0.364204125,0,0.492915522
Hennington Lake,2012,2.472756449,1.342422681,0.788500115,0.123851641,0.005700933,0.40654018
Sardis Lake,2012,2.643452676,1.531478917,0.662646215,0.127568555,0.035967198,0
Arkabutla Lake,2012,2.744292983,2.328379603,0.636808794,0.097269623,0.071354981,0.322219295
Unnamed,2012,2.705007959,1.579783597,0.70185964,0.426942999,0,-0.124938737
Lake Mohawk,2012,2.432969291,1.322219295,0.73318018,0.092905045,0.001072765,0.485090184
Dunavant Lake,2012,2.598790507,1.361727836,0.614193541,0.071882007,0.008228771,0.483508053
Unnamed,2012,2.996073654,1.662757832,0.662602873,0.070797736,0.108045592,0.412880358
Unnamed,2012,3.791620483,3.227886705,0.69892875,0.181843588,0.010821034,-0.77815125
Unnamed,2012,2.881384657,1.919078092,0.829561183,0.194906325,0.052859255,-0.124938737
Lake Apaloosa,2012,2.6599162,1.322219295,0.721815977,0.429385198,0,0.414973348
,2012,3.088844563,1.826074803,0.683446684,0.080469452,0.002884609,0.316269962
Lake Blaine,2012,2.227886705,1.342422681,0.280696682,0.22683779,0.012263861,1.156599624
Creedman Reservoir,2012,3.204119983,2.531478917,0.272380228,0.211249346,0.053981404,-0.15490196
Willow Creek Reservoir,2012,2.336459734,1.477121255,0.210175913,0.216646659,0.004213459,0.606967326
Sophie Lake,2012,1.924279286,1.322219295,0.254038599,0.247385926,0.00105503,0.961524264
Pishkun Reservoir,2012,2.222716471,1.079181246,0.156968734,0.146822135,0,0.878266403
Green Lake,2012,3.209783015,1.633468456,0.202530035,0.221628685,0.001952169,0.029963223
Nelson Reservoir,2012,2.759667845,1.643452676,0.287229789,0.204872355,0.00546235,0.511140342
Mystic Lake,2012,2.222716471,1.380211242,0.348880755,0.11193987,0,0.852421898
Whitefish Lake,2012,1.84509804,1.230448921,0.296370029,0.251906075,0.001536312,1.291497376
Eureka Reservoir,2012,1.995635195,1.255272505,0.14402902,0.202865591,0.006763752,0.469003364
Horseshoe Lake,2012,3.162564407,3.139564266,0.302177025,0.184981173,0.029527333,-0.019023237
Moose Lake,2012,2.227886705,1.113943352,0.334072868,0.302468317,0,0.199572355
East Fork Reservoir,2012,1.62324929,1.230448921,0.321539372,0.207943823,0,0.75492141
Johnson Lake,2012,3.504606771,2.551449998,0.510342287,0.285557309,0.095331263,-0.425968732
Unnamed,2012,3.524396122,2.536558443,0.357634355,0.407888936,0.00019806,0.492915522
Kintla Lake,2012,2.056904851,1.041392685,0.399746181,0.308943688,0,1.100115153
Sentinel Reservoir,2012,2.946452265,1.897627091,0.268025516,0.195899652,0,0.141673694
Sanders Lake,2012,1.477121255,0.954242509,0.391162693,0.227547648,0,0.93010883
Swanson Lake,2012,3.279210513,2.017033339,0.441046696,0.292449518,0.084215335,-0.425968732
Hidden Lake,2012,3.118925753,1.477121255,0.179020914,0.298853076,0,0.444936571
Lebo Lake,2012,2.779596491,1.963787827,0.244437893,0.27562361,0.000740656,0.034762106
Gagnon Reservoir,2012,3.550350672,2.868644438,0.192213364,0.21596119,0.135107142,-0.425968732
Crescent Lake,2012,2.397940009,1.079181246,0.377808024,0.049218023,0,0.779489601
Unnamed,2012,4.127558302,3.536179532,0.466976333,0.282944024,0.01747794,-0.425968732
Lake Sutherlin,2012,2.206825876,1.462397998,0.325859398,0.267112551,0.000926662,0.743173667
Cottonwood Reservoir,2012,2.968949681,1.875061263,0.256539565,0.356266238,0.008902517,0.079181246
Fort Peck Trout Pond,2012,2.781755375,1.819543936,0.322863432,0.206957835,0.10923372,0.37819595
Canyon Lake,2012,1.924279286,0.954242509,0.543112952,0.323218768,0,1.022394
Foy Lake,2012,2.955206538,1.041392685,0.166698924,0.154254609,0.002177968,1.155747642
Halfpint Reservoir,2012,3.131618664,1.672097858,0.289020441,0.222800657,0,-0.22184875
Lake Hickory (Lake Oxford),2012,2.465382851,1.591064607,0.587948076,0.219347982,0.011440517,0.869587262
Mott Lake,2012,2.06069784,1.079181246,0.657655408,0.1430148,0,0.408663874
Catfish Lake,2012,2.813580989,1.568201724,0.704266997,1.266231697,0,-0.26760624
Nantahala Lake,2012,1.62324929,1.204119983,0.623637717,0.26037204,0.000248085,1.231222376
Lees Fish Pond,2012,2.818885415,1.431363764,0.595383445,0.238442297,0.021334402,0
Lake Tahoma,2012,1.977723605,1.431363764,0.618771164,0.296670708,0.000137388,0.741489265
Atagahi Lake,2012,2.064457989,1.113943352,0.683784639,0.268250448,0.000657317,0.603045904
Shelly Lake,2012,2.943988875,2.068185862,0.674376909,0.153614786,0.000358561,0.204119983
Smiths Lake,2012,2.897077003,1.770852012,0.615843624,0.1430148,0.010436242,-0.139661993
